Dish,Protein (g),Fat (g),Carbohydrates (g),cuisines,allergy,Tags,image_url
Banana Nut Muffin,184,203,203,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Breakfast Croissant,185,204,204,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Egg and Cheese Croissant,186,205,205,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Smoothie Bowl,187,206,206,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Strawberry Smoothie,188,207,207,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Peanut Butter Smoothie,189,208,208,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Blueberry Smoothie,190,209,209,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Protein Smoothie,191,210,210,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Apple Smoothie,192,211,211,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Choco Banana Smoothie,193,212,212,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Mixed Fruit Smoothie,194,213,213,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Cold Brew Coffee,195,214,214,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Iced Latte,196,215,215,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Mocha,197,216,216,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Breakfast Wrap,198,217,217,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Breakfast Sliders,199,218,218,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Egg and Veggie Wrap,200,219,219,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Chilaquiles Verdes,201,220,220,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Chilaquiles Rojos,202,221,221,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Huevos a la Mexicana,203,222,222,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Molletes,204,223,223,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Pan Dulce,205,224,224,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Tamales de Elote,206,225,225,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Breakfast Burrito,207,226,226,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Breakfast Quesadilla,208,227,227,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Tostadas,209,228,228,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Enfrijoladas,210,229,229,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Enchiladas,211,230,230,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Gorditas,212,231,231,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Sopes,213,232,232,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Huaraches,214,233,233,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Menudo,215,234,234,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Pozole,216,235,235,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Tamales Rojos,217,236,236,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Tamales Verdes,218,237,237,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Tamales Dulces,219,238,238,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Machaca con Huevo,220,239,239,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Huevos con Chorizo,221,240,240,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Huevos Rancheros,222,241,241,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Breakfast Tacos,223,242,242,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Papas con Chorizo,224,243,243,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Papas a la Mexicana,225,244,244,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Atole,226,245,245,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Champurrado,227,246,246,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Pan de Muerto,228,247,247,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Empanadas,229,248,248,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Conchas,230,249,249,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Elote (Grilled Corn),231,250,250,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Arroz con Leche,232,251,251,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Frijoles Refritos,233,252,252,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Nopales con Huevo,234,253,253,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Queso Fundido,235,254,254,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Quesadillas,236,255,255,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Chorizo con Papas Tacos,237,256,256,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Flautas,238,257,257,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Birria Tacos,239,258,258,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Carne Asada Tacos,240,259,259,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Mexican Scrambled Eggs,241,260,260,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Calabacitas,242,261,261,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Churros,243,262,262,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Bunuelo,244,263,263,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Guacamole Toast,245,264,264,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Avocado Egg Tostada,246,265,265,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Breakfast Nachos,247,266,266,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Mexican Street Corn Bowl,248,267,267,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Mexican Hot Chocolate,249,268,268,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Mexican Crepes,250,269,269,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
