Dish,Protein (g),Fat (g),Carbohydrates (g),cuisines,allergy,Tags,image
Seafood Roasted Salmon Bento (Lunch),32,9,17,"[""Seafood""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/seafood-roasted-salmon-bento-lunch.jpg
Seafood Roasted Nori Rice Plate (Lunch),36,30,9,"[""Seafood""]","[""NA""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/seafood-roasted-nori-rice-plate-lunch.jpg
Seafood Toasted Tuna Wrap (Lunch),32,15,18,"[""Seafood""]","[""Gluten""]","[""Lunch"", ""High Protein""]",https://example.com/images/seafood-toasted-tuna-wrap-lunch.jpg
Seafood Smoky Nori Stew (Lunch),29,16,56,"[""Seafood""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/seafood-smoky-nori-stew-lunch.jpg
Seafood Savory Nori Tacos (Lunch),16,12,73,"[""Seafood""]","[""NA""]","[""Lunch""]",https://example.com/images/seafood-savory-nori-tacos-lunch.jpg
Seafood Tangy Tuna Stew (Lunch),31,10,14,"[""Seafood""]","[""NA""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/seafood-tangy-tuna-stew-lunch.jpg
Seafood Spiced Tuna Tacos (Lunch),16,23,64,"[""Seafood""]","[""NA""]","[""Lunch""]",https://example.com/images/seafood-spiced-tuna-tacos-lunch.jpg
Seafood Smoky Shrimp Noodle Bowl (Lunch),24,8,73,"[""Seafood""]","[""Gluten""]","[""Lunch"", ""High Protein""]",https://example.com/images/seafood-smoky-shrimp-noodle-bowl-lunch.jpg
Seafood Fresh Egg Sandwich (Lunch),36,22,5,"[""Seafood""]","[""NA""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/seafood-fresh-egg-sandwich-lunch.jpg
Seafood Smoky Nori Tacos (Lunch),38,9,13,"[""Seafood""]","[""NA""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/seafood-smoky-nori-tacos-lunch.jpg
Seafood Toasted Nori Wrap (Lunch),22,13,30,"[""Seafood""]","[""Gluten""]","[""Lunch"", ""High Protein""]",https://example.com/images/seafood-toasted-nori-wrap-lunch.jpg
Seafood Zesty Egg Stir Fry (Lunch),36,10,44,"[""Seafood""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/seafood-zesty-egg-stir-fry-lunch.jpg
Seafood Herbed Salmon Stew (Lunch),38,13,18,"[""Seafood""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/seafood-herbed-salmon-stew-lunch.jpg
Seafood Ginger Crab Curry Plate (Lunch),32,20,6,"[""Seafood""]","[""NA""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/seafood-ginger-crab-curry-plate-lunch.jpg
Seafood Toasted Shrimp Noodle Bowl (Lunch),42,20,43,"[""Seafood""]","[""Gluten""]","[""Lunch"", ""High Protein""]",https://example.com/images/seafood-toasted-shrimp-noodle-bowl-lunch.jpg
Singaporean Fresh Noodle Breakfast Wrap (Breakfast),5,14,49,"[""Singaporean""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/singaporean-fresh-noodle-breakfast-wrap-breakfast.jpg
Singaporean Fresh Egg Rice Bowl (Breakfast),22,12,8,"[""Singaporean""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/singaporean-fresh-egg-rice-bowl-breakfast.jpg
Singaporean Ginger Tofu Breakfast Bowl (Breakfast),23,6,18,"[""Singaporean""]","[""Soy""]","[""Breakfast"", ""High Protein""]",https://example.com/images/singaporean-ginger-tofu-breakfast-bowl-breakfast.jpg
Singaporean Savory Sesame Omelette (Breakfast),22,8,24,"[""Singaporean""]","[""Sesame""]","[""Breakfast"", ""High Protein""]",https://example.com/images/singaporean-savory-sesame-omelette-breakfast.jpg
Singaporean Coconut Kaya Breakfast Salad (Breakfast),6,12,22,"[""Singaporean""]","[""NA""]","[""Breakfast""]",https://example.com/images/singaporean-coconut-kaya-breakfast-salad-breakfast.jpg
Singaporean Coconut Tofu Breakfast Wrap (Breakfast),11,9,13,"[""Singaporean""]","[""Gluten"", ""Soy""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/singaporean-coconut-tofu-breakfast-wrap-breakfast.jpg
Singaporean Crispy Prawn Crepes (Breakfast),28,24,15,"[""Singaporean""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/singaporean-crispy-prawn-crepes-breakfast.jpg
Singaporean Ginger Soy Breakfast Wrap (Breakfast),24,12,18,"[""Singaporean""]","[""Gluten"", ""Soy""]","[""Breakfast"", ""High Protein""]",https://example.com/images/singaporean-ginger-soy-breakfast-wrap-breakfast.jpg
Singaporean Roasted Prawn Omelette (Breakfast),28,10,15,"[""Singaporean""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/singaporean-roasted-prawn-omelette-breakfast.jpg
Singaporean Garlic Egg Rice Bowl (Breakfast),21,25,15,"[""Singaporean""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/singaporean-garlic-egg-rice-bowl-breakfast.jpg
Singaporean Savory Tofu Rice Bowl (Breakfast),33,18,9,"[""Singaporean""]","[""Soy""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/singaporean-savory-tofu-rice-bowl-breakfast.jpg
Singaporean Garlic Prawn Breakfast Bowl (Breakfast),20,12,34,"[""Singaporean""]","[""NA""]","[""Breakfast"", ""High Protein""]",https://example.com/images/singaporean-garlic-prawn-breakfast-bowl-breakfast.jpg
Singaporean Bright Prawn Crepes (Breakfast),34,6,22,"[""Singaporean""]","[""NA""]","[""Breakfast"", ""High Protein""]",https://example.com/images/singaporean-bright-prawn-crepes-breakfast.jpg
Singaporean Garlic Tofu Rice Bowl (Breakfast),22,12,9,"[""Singaporean""]","[""Soy""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/singaporean-garlic-tofu-rice-bowl-breakfast.jpg
Singaporean Ginger Noodle Porridge (Breakfast),34,16,7,"[""Singaporean""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/singaporean-ginger-noodle-porridge-breakfast.jpg
Singaporean Fresh Sesame Breakfast Wrap (Breakfast),32,6,7,"[""Singaporean""]","[""Gluten"", ""Sesame""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/singaporean-fresh-sesame-breakfast-wrap-breakfast.jpg
Singaporean Savory Noodle Breakfast Salad (Breakfast),11,20,33,"[""Singaporean""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/singaporean-savory-noodle-breakfast-salad-breakfast.jpg
Singaporean Ginger Soy Toast (Breakfast),5,11,32,"[""Singaporean""]","[""Gluten"", ""Soy""]","[""Breakfast""]",https://example.com/images/singaporean-ginger-soy-toast-breakfast.jpg
Singaporean Herbed Egg Crepes (Breakfast),20,12,33,"[""Singaporean""]","[""NA""]","[""Breakfast"", ""High Protein""]",https://example.com/images/singaporean-herbed-egg-crepes-breakfast.jpg
Singaporean Crispy Tofu Tacos (Lunch),34,20,39,"[""Singaporean""]","[""Soy""]","[""Lunch"", ""High Protein""]",https://example.com/images/singaporean-crispy-tofu-tacos-lunch.jpg
Singaporean Toasted Sesame Noodle Bowl (Lunch),36,24,41,"[""Singaporean""]","[""Gluten"", ""Sesame""]","[""Lunch"", ""High Protein""]",https://example.com/images/singaporean-toasted-sesame-noodle-bowl-lunch.jpg
Singaporean Herbed Tofu Pasta Bowl (Lunch),30,14,10,"[""Singaporean""]","[""Gluten"", ""Soy""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/singaporean-herbed-tofu-pasta-bowl-lunch.jpg
Singaporean Garlic Prawn Grain Bowl (Lunch),27,12,5,"[""Singaporean""]","[""NA""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/singaporean-garlic-prawn-grain-bowl-lunch.jpg
Singaporean Tangy Prawn Sandwich (Lunch),33,17,7,"[""Singaporean""]","[""NA""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/singaporean-tangy-prawn-sandwich-lunch.jpg
Singaporean Ginger Noodle Salad (Lunch),32,23,45,"[""Singaporean""]","[""Gluten""]","[""Lunch"", ""High Protein""]",https://example.com/images/singaporean-ginger-noodle-salad-lunch.jpg
Singaporean Toasted Egg Noodle Bowl (Lunch),40,23,39,"[""Singaporean""]","[""Gluten""]","[""Lunch"", ""High Protein""]",https://example.com/images/singaporean-toasted-egg-noodle-bowl-lunch.jpg
Singaporean Fresh Noodle Noodle Bowl (Lunch),42,23,21,"[""Singaporean""]","[""Gluten""]","[""Lunch"", ""High Protein""]",https://example.com/images/singaporean-fresh-noodle-noodle-bowl-lunch.jpg
Singaporean Toasted Sesame Grain Bowl (Lunch),22,29,5,"[""Singaporean""]","[""Gluten"", ""Sesame""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/singaporean-toasted-sesame-grain-bowl-lunch.jpg
Singaporean Spiced Soy Curry Plate (Lunch),45,15,14,"[""Singaporean""]","[""Soy""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/singaporean-spiced-soy-curry-plate-lunch.jpg
Singaporean Smoky Egg Grain Bowl (Lunch),39,19,13,"[""Singaporean""]","[""NA""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/singaporean-smoky-egg-grain-bowl-lunch.jpg
Singaporean Toasted Sesame Bento (Lunch),25,20,31,"[""Singaporean""]","[""Gluten"", ""Sesame""]","[""Lunch"", ""High Protein""]",https://example.com/images/singaporean-toasted-sesame-bento-lunch.jpg
Singaporean Tangy Kaya Tacos (Lunch),20,24,9,"[""Singaporean""]","[""NA""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/singaporean-tangy-kaya-tacos-lunch.jpg
Singaporean Roasted Sesame Grain Bowl (Lunch),33,13,6,"[""Singaporean""]","[""Sesame""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/singaporean-roasted-sesame-grain-bowl-lunch.jpg
Singaporean Tangy Kaya Rice Plate (Lunch),44,24,26,"[""Singaporean""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/singaporean-tangy-kaya-rice-plate-lunch.jpg
Singaporean Ginger Soy Wrap (Lunch),12,16,55,"[""Singaporean""]","[""Gluten"", ""Soy""]","[""Lunch""]",https://example.com/images/singaporean-ginger-soy-wrap-lunch.jpg
Singaporean Zesty Tofu Salad (Lunch),17,14,73,"[""Singaporean""]","[""Soy""]","[""Lunch""]",https://example.com/images/singaporean-zesty-tofu-salad-lunch.jpg
Singaporean Bright Soy Stir Fry (Lunch),40,9,6,"[""Singaporean""]","[""Soy""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/singaporean-bright-soy-stir-fry-lunch.jpg
Singaporean Garlic Tofu Curry Plate (Lunch),21,28,5,"[""Singaporean""]","[""Soy""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/singaporean-garlic-tofu-curry-plate-lunch.jpg
Spanish Smoky Almond Scramble (Breakfast),23,25,10,"[""Spanish""]","[""Nuts""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/spanish-smoky-almond-scramble-breakfast.jpg
Spanish Bright Tomato Scramble (Breakfast),6,12,33,"[""Spanish""]","[""NA""]","[""Breakfast""]",https://example.com/images/spanish-bright-tomato-scramble-breakfast.jpg
Spanish Fresh Bread Breakfast Salad (Breakfast),11,7,15,"[""Spanish""]","[""Gluten""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/spanish-fresh-bread-breakfast-salad-breakfast.jpg
Spanish Tangy Egg Breakfast Salad (Breakfast),10,15,21,"[""Spanish""]","[""NA""]","[""Breakfast""]",https://example.com/images/spanish-tangy-egg-breakfast-salad-breakfast.jpg
Spanish Zesty Potato Breakfast Bowl (Breakfast),17,7,39,"[""Spanish""]","[""NA""]","[""Breakfast""]",https://example.com/images/spanish-zesty-potato-breakfast-bowl-breakfast.jpg
Spanish Zesty Potato Breakfast Wrap (Breakfast),22,22,10,"[""Spanish""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/spanish-zesty-potato-breakfast-wrap-breakfast.jpg
Spanish Savory Manchego Crepes (Breakfast),22,16,6,"[""Spanish""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/spanish-savory-manchego-crepes-breakfast.jpg
Spanish Garlic Chorizo Breakfast Wrap (Breakfast),15,17,40,"[""Spanish""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/spanish-garlic-chorizo-breakfast-wrap-breakfast.jpg
Spanish Toasted Chorizo Toast (Breakfast),19,20,34,"[""Spanish""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/spanish-toasted-chorizo-toast-breakfast.jpg
Spanish Tangy Egg Paratha Roll (Breakfast),28,17,6,"[""Spanish""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/spanish-tangy-egg-paratha-roll-breakfast.jpg
Spanish Zesty Bread Toast (Breakfast),7,7,37,"[""Spanish""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/spanish-zesty-bread-toast-breakfast.jpg
Spanish Garlic Potato Crepes (Breakfast),9,17,40,"[""Spanish""]","[""NA""]","[""Breakfast""]",https://example.com/images/spanish-garlic-potato-crepes-breakfast.jpg
Spanish Herbed Egg Scramble (Breakfast),29,19,16,"[""Spanish""]","[""NA""]","[""Breakfast"", ""High Protein""]",https://example.com/images/spanish-herbed-egg-scramble-breakfast.jpg
Spanish Roasted Bread Scramble (Breakfast),25,18,19,"[""Spanish""]","[""Gluten""]","[""Breakfast"", ""High Protein""]",https://example.com/images/spanish-roasted-bread-scramble-breakfast.jpg
Spanish Tangy Tomato Rice Bowl (Breakfast),10,7,10,"[""Spanish""]","[""NA""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/spanish-tangy-tomato-rice-bowl-breakfast.jpg
Spanish Herbed Tomato Breakfast Salad (Breakfast),20,17,5,"[""Spanish""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/spanish-herbed-tomato-breakfast-salad-breakfast.jpg
Spanish Garlic Egg Paratha Roll (Breakfast),12,10,44,"[""Spanish""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/spanish-garlic-egg-paratha-roll-breakfast.jpg
Spanish Smoky Potato Toast (Breakfast),35,9,7,"[""Spanish""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/spanish-smoky-potato-toast-breakfast.jpg
Spanish Garlic Potato Toast (Breakfast),25,7,10,"[""Spanish""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/spanish-garlic-potato-toast-breakfast.jpg
Spanish Crispy Egg Pasta Bowl (Lunch),39,27,8,"[""Spanish""]","[""Gluten""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/spanish-crispy-egg-pasta-bowl-lunch.jpg
Spanish Herbed Manchego Rice Plate (Lunch),37,18,34,"[""Spanish""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/spanish-herbed-manchego-rice-plate-lunch.jpg
Spanish Bright Bread Noodle Bowl (Lunch),33,28,14,"[""Spanish""]","[""Gluten""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/spanish-bright-bread-noodle-bowl-lunch.jpg
Spanish Roasted Potato Noodle Bowl (Lunch),26,23,10,"[""Spanish""]","[""Gluten""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/spanish-roasted-potato-noodle-bowl-lunch.jpg
Spanish Garlic Potato Noodle Bowl (Lunch),45,23,25,"[""Spanish""]","[""Gluten""]","[""Lunch"", ""High Protein""]",https://example.com/images/spanish-garlic-potato-noodle-bowl-lunch.jpg
Spanish Garlic Egg Wrap (Lunch),22,16,37,"[""Spanish""]","[""Gluten""]","[""Lunch"", ""High Protein""]",https://example.com/images/spanish-garlic-egg-wrap-lunch.jpg
Spanish Crispy Tomato Sandwich (Lunch),15,22,31,"[""Spanish""]","[""NA""]","[""Lunch""]",https://example.com/images/spanish-crispy-tomato-sandwich-lunch.jpg
Spanish Coconut Almond Pasta Bowl (Lunch),34,10,36,"[""Spanish""]","[""Gluten"", ""Nuts""]","[""Lunch"", ""High Protein""]",https://example.com/images/spanish-coconut-almond-pasta-bowl-lunch.jpg
Spanish Coconut Almond Rice Plate (Lunch),27,16,15,"[""Spanish""]","[""Nuts""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/spanish-coconut-almond-rice-plate-lunch.jpg
Spanish Fresh Potato Curry Plate (Lunch),12,19,68,"[""Spanish""]","[""NA""]","[""Lunch""]",https://example.com/images/spanish-fresh-potato-curry-plate-lunch.jpg
Spanish Zesty Manchego Curry Plate (Lunch),33,25,5,"[""Spanish""]","[""NA""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/spanish-zesty-manchego-curry-plate-lunch.jpg
Spanish Ginger Bread Pasta Bowl (Lunch),27,24,70,"[""Spanish""]","[""Gluten""]","[""Lunch"", ""High Protein""]",https://example.com/images/spanish-ginger-bread-pasta-bowl-lunch.jpg
Spanish Herbed Chorizo Salad (Lunch),31,13,15,"[""Spanish""]","[""NA""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/spanish-herbed-chorizo-salad-lunch.jpg
Spanish Spiced Tomato Sandwich (Lunch),30,17,78,"[""Spanish""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/spanish-spiced-tomato-sandwich-lunch.jpg
Spanish Savory Egg Curry Plate (Lunch),28,16,24,"[""Spanish""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/spanish-savory-egg-curry-plate-lunch.jpg
Spanish Fresh Tomato Tacos (Lunch),38,15,12,"[""Spanish""]","[""NA""]","[""Lunch"", ""Low Carb"", ""High Protein""]",https://example.com/images/spanish-fresh-tomato-tacos-lunch.jpg
Spanish Garlic Egg Stew (Lunch),28,21,39,"[""Spanish""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/spanish-garlic-egg-stew-lunch.jpg
Spanish Spiced Egg Stew (Lunch),38,10,17,"[""Spanish""]","[""NA""]","[""Lunch"", ""High Protein""]",https://example.com/images/spanish-spiced-egg-stew-lunch.jpg
Spanish Fresh Bread Rice Plate (Lunch),35,22,23,"[""Spanish""]","[""Gluten""]","[""Lunch"", ""High Protein""]",https://example.com/images/spanish-fresh-bread-rice-plate-lunch.jpg
Thai Ginger Rice Congee (Breakfast),34,15,7,"[""Thai""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/thai-ginger-rice-congee-breakfast.jpg
Thai Spiced Coconut Crepes (Breakfast),30,8,10,"[""Thai""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/thai-spiced-coconut-crepes-breakfast.jpg
Thai Tangy Shrimp Breakfast Bowl (Breakfast),20,22,11,"[""Thai""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/thai-tangy-shrimp-breakfast-bowl-breakfast.jpg
Thai Crispy Rice Paratha Roll (Breakfast),15,25,15,"[""Thai""]","[""Gluten""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/thai-crispy-rice-paratha-roll-breakfast.jpg
Thai Garlic Egg Omelette (Breakfast),11,19,47,"[""Thai""]","[""NA""]","[""Breakfast""]",https://example.com/images/thai-garlic-egg-omelette-breakfast.jpg
Thai Spiced Egg Crepes (Breakfast),28,7,23,"[""Thai""]","[""NA""]","[""Breakfast"", ""High Protein""]",https://example.com/images/thai-spiced-egg-crepes-breakfast.jpg
Thai Savory Peanut Rice Bowl (Breakfast),30,11,19,"[""Thai""]","[""Nuts""]","[""Breakfast"", ""High Protein""]",https://example.com/images/thai-savory-peanut-rice-bowl-breakfast.jpg
Thai Roasted Peanut Porridge (Breakfast),15,17,45,"[""Thai""]","[""Nuts""]","[""Breakfast""]",https://example.com/images/thai-roasted-peanut-porridge-breakfast.jpg
Thai Ginger Peanut Pancake Stack (Breakfast),10,14,25,"[""Thai""]","[""Gluten"", ""Nuts""]","[""Breakfast""]",https://example.com/images/thai-ginger-peanut-pancake-stack-breakfast.jpg
Thai Ginger Tofu Scramble (Breakfast),23,10,16,"[""Thai""]","[""Soy""]","[""Breakfast"", ""High Protein""]",https://example.com/images/thai-ginger-tofu-scramble-breakfast.jpg
